month,oracle_date,oracle_open,oracle_adjusted_open,oracle_trading_day,days_in_month
2016-01,2016-01-20,51.64,41.31599767756919,12,19
2016-02,2016-02-11,50.94,40.76403070261759,9,20
2016-03,2016-03-01,54.2,43.369854545454544,1,22
2016-04,2016-04-06,56.66,45.517988124345095,4,21
2016-05,2016-05-19,57.0,45.79213483146067,14,21
2016-06,2016-06-27,55.83,45.21500725689405,19,22
2016-07,2016-07-06,57.24,46.35745580589254,3,20
2016-08,2016-08-03,59.65,48.306558333333335,3,23
2016-09,2016-09-14,59.42,48.36627946127947,9,21
2016-10,2016-10-13,59.4,48.349068948163065,9,21
2016-11,2016-11-04,58.58,47.67836329395652,4,21
2016-12,2016-12-02,60.14,48.954878777814685,2,21
2017-01,2017-01-03,61.45,50.389,1,20
2017-02,2017-02-02,62.94,51.60800444162436,2,19
2017-03,2017-03-09,64.46,52.86079665220086,7,23
2017-04,2017-04-18,64.69,53.25176816074188,11,19
2017-05,2017-05-18,66.25,54.535364936042136,14,22
2017-06,2017-06-15,67.52,55.58771500221271,11,22
2017-07,2017-07-07,67.2,55.69909455247142,4,20
2017-08,2017-08-18,68.34,56.64342305441779,14,23
2017-09,2017-09-06,69.51,57.61710961068813,3,20
2017-10,2017-10-02,70.71,58.90837330699774,1,22
2017-11,2017-11-15,71.5,59.56835637480798,11,21
2017-12,2017-12-07,72.78,60.63671776621954,5,20
2018-01,2018-01-02,74.55,62.51810172206648,1,21
2018-02,2018-02-09,72.68,60.94870128081533,7,19
2018-03,2018-03-28,72.88,61.33624089096658,20,21
2018-04,2018-04-04,71.9,60.51493674330023,3,21
2018-05,2018-05-04,73.18,61.58478577202911,4,22
2018-06,2018-06-28,72.63,61.577824955485546,20,21
2018-07,2018-07-02,72.65,61.599965804951445,1,21
2018-08,2018-08-15,73.95,62.70022351666216,11,23
2018-09,2018-09-11,74.53,63.188478260869566,6,19
2018-10,2018-10-30,68.35,58.22626678215677,22,23
2018-11,2018-11-23,68.79,58.60148110465117,16,21
2018-12,2018-12-26,62.66,53.791647331786535,16,19
2019-01,2019-01-02,64.52,55.3916732945855,1,21
2019-02,2019-02-08,70.16,60.229630891538896,6,19
2019-03,2019-03-08,71.24,61.161028938906746,6,21
2019-04,2019-04-01,73.76,63.56836054513561,1,21
2019-05,2019-05-31,71.13,61.29829329962074,22,22
2019-06,2019-06-03,71.34,61.48447405329594,1,20
2019-07,2019-07-09,75.34,65.41819119397066,6,22
2019-08,2019-08-15,71.72,62.26945840312675,11,22
2019-09,2019-09-03,73.06,63.43712255772647,1,20
2019-10,2019-10-03,72.83,63.59718920392585,3,23
2019-11,2019-11-01,77.33,67.53307454615681,1,20
2019-12,2019-12-03,77.67,67.83040431266848,2,21
2020-01,2020-01-27,80.36,70.70480597014924,17,21
2020-02,2020-02-28,72.18,63.51488711639855,19,19
2020-03,2020-03-23,55.63,49.14595998531572,16,22
2020-04,2020-04-02,60.05,53.05102840352595,2,21
2020-05,2020-05-14,66.75,58.962826917425794,10,20
2020-06,2020-06-15,72.51,64.05439210950081,11,22
2020-07,2020-07-01,75.03,66.6003346613546,1,22
2020-08,2020-08-03,79.29,70.38380647590363,1,21
2020-09,2020-09-24,78.0,69.57751147373789,17,21
2020-10,2020-10-29,79.16,70.61691150664326,21,22
2020-11,2020-11-02,79.86,71.24187070151307,1,20
2020-12,2020-12-02,89.65,79.97289216773908,2,22
2021-01,2021-01-05,92.14,82.69431334622823,2,19
2021-02,2021-02-01,93.42,83.83438211814796,1,19
2021-03,2021-03-05,94.94,85.20103209565764,5,23
2021-04,2021-04-01,97.93,88.11414933549763,1,21
2021-05,2021-05-13,99.04,89.11414125200642,9,20
2021-06,2021-06-18,102.24,91.99792575132588,14,22
2021-07,2021-07-20,101.48,91.76067743819353,13,21
2021-08,2021-08-19,102.92,93.06691035683204,14,22
2021-09,2021-09-20,102.87,93.38354474708171,13,21
2021-10,2021-10-06,101.07,91.75779929577465,4,21
2021-11,2021-11-30,105.34,95.63138390716408,21,21
2021-12,2021-12-02,103.54,93.99249713631156,2,22
2022-01,2022-01-28,98.88,90.44058559904391,19,20
2022-02,2022-02-24,94.8,86.71320831634732,17,19
2022-03,2022-03-08,94.23,86.18328038379532,6,23
2022-04,2022-04-27,93.57,85.80414975432599,18,20
2022-05,2022-05-12,87.47,80.2081894688957,9,21
2022-06,2022-06-17,84.03,77.05501964987495,13,21
2022-07,2022-07-14,83.46,77.07665516831212,9,20
2022-08,2022-08-31,88.45,81.69508561643836,23,23
2022-09,2022-09-30,79.54,73.81247464503043,21,21
2022-10,2022-10-13,77.12,71.56344449975111,9,21
2022-11,2022-11-03,81.49,75.61370102840353,3,21
2022-12,2022-12-20,85.59,80.00630941286113,14,21
2023-01,2023-01-05,86.72,81.06914814814813,3,20
2023-02,2023-02-24,89.56,83.72043245653144,17,19
2023-03,2023-03-15,86.71,81.05715971585701,11,23
2023-04,2023-04-10,91.5,85.81664675860571,5,19
2023-05,2023-05-04,91.85,86.14447052401746,4,22
2023-06,2023-06-01,92.55,86.79410725754656,1,21
2023-07,2023-07-07,95.45,90.1195459290188,4,20
2023-08,2023-08-18,94.3,89.03572782810195,14,23
2023-09,2023-09-28,92.76,87.94529537671234,19,20
2023-10,2023-10-30,89.73,85.0750444345701,21,22
2023-11,2023-11-01,90.65,85.94632183908047,1,21
2023-12,2023-12-01,98.46,93.35188015282525,1,20
2024-01,2024-01-17,100.5,96.0379916567342,11,21
2024-02,2024-02-01,103.26,98.67639892390469,1,20
2024-03,2024-03-01,107.78,103.00015673981191,1,20
2024-04,2024-04-19,105.45,101.15924814179532,15,22
2024-05,2024-05-01,106.42,102.0867425239797,1,22
2024-06,2024-06-04,111.21,106.68488278092155,2,19
2024-07,2024-07-25,112.49,108.4714262806236,18,22
2024-08,2024-08-05,106.37,102.56825009283328,3,22
2024-09,2024-09-09,113.75,109.67859022721292,5,20
2024-10,2024-10-31,118.14,114.3160133230848,23,23
2024-11,2024-11-01,117.76,113.9535352160599,1,20
2024-12,2024-12-20,116.56,113.62897637795275,15,21
2025-01,2025-01-13,115.23,112.3343752151463,7,20
2025-02,2025-02-03,119.22,116.22262737262736,1,19
2025-03,2025-03-31,114.5,111.99176369124622,21,21
2025-04,2025-04-07,102.09,99.8513128411376,5,21
2025-05,2025-05-01,117.67,115.08572466245089,1,21
2025-06,2025-06-02,123.21,120.51146388598116,1,20
2025-07,2025-07-01,128.28,126.06431805804093,1,22
2025-08,2025-08-01,129.08,126.8584689665914,1,21
2025-09,2025-09-02,132.31,130.02862133875462,1,21
2025-10,2025-10-14,136.07,134.1863351548269,10,23
2025-11,2025-11-21,135.28,133.41201322071245,15,19
2025-12,2025-12-01,140.17,138.2306917700756,1,22
2026-01,2026-01-02,142.26,141.4190541871921,1,20
2026-02,2026-02-05,144.01,143.15620562181766,4,19
2026-03,2026-03-31,135.74,135.2493262001157,22,22
2026-04,2026-04-02,137.24,136.747641529741,2,21
2026-05,2026-05-04,151.29,150.74738177470775,2,20
2026-06,2026-06-11,152.92,152.36968061178587,9,21
2026-07,2026-07-28,153.88,153.88,19,22
